suite,cohort,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws,sky_gpu_mean_ms,sky_cpu_mean_ms,sky_gpu_p95_ms,sky_gpu_p99_ms,terrain_gpu_mean_ms,terrain_cpu_mean_ms,terrain_gpu_p95_ms,terrain_gpu_p99_ms,hud_gpu_mean_ms,hud_cpu_mean_ms,hud_gpu_p95_ms,hud_gpu_p99_ms
order-isolation,diagnostic,4,candidate_first,seam_edits,624.894093,1.600271,1.521150,2.261100,2.773100,329.869701,1.468888,0.942857,42.000000,22896.000000,22345.500000,0.000000,0.564341,2.000000,4.000000,167664.000000,2.708368,0.080781,0.099892,0.242944,0.079939,1.000000,0.204626,0.110837,0.248560,0.679796,0.514097,0.660425,1.096940,1.490840,0.075305,0.471303,0.083928,0.552968
order-isolation,diagnostic,4,base,seam_edits,646.102794,1.547741,1.498450,2.163600,2.557100,363.863503,1.417825,0.924975,42.000000,22896.000000,22345.500000,0.000000,0.492126,2.000000,4.000000,167664.000000,2.731716,0.080569,0.180440,0.247260,0.078798,1.000000,0.178329,0.115751,0.216996,0.485992,0.532779,0.595730,1.151904,1.676532,0.068183,0.482506,0.138424,0.366184
order-isolation,diagnostic,5,base,seam_edits,647.975945,1.543267,1.484600,2.220900,2.665500,349.190460,1.411115,0.899157,42.000000,22896.000000,22345.500000,0.000000,0.494571,2.000000,4.000000,167664.000000,2.719132,0.078203,0.093236,0.245908,0.078472,1.000000,0.174159,0.112383,0.216164,0.554944,0.517260,0.598605,1.014312,1.658644,0.065814,0.480249,0.080860,0.395096
order-isolation,diagnostic,5,candidate_first,seam_edits,621.339727,1.609426,1.539900,2.310100,2.872500,314.160798,1.477036,0.960177,42.000000,22896.000000,22345.500000,0.000000,0.564778,2.000000,4.000000,167664.000000,2.703636,0.087336,0.100984,0.402532,0.078703,1.000000,0.208095,0.114257,0.396864,0.680784,0.522230,0.661168,1.170832,1.706380,0.073949,0.476615,0.125164,0.479856
order-isolation,diagnostic,5,candidate,seam_edits,627.236490,1.594295,1.506550,2.275300,2.730700,313.717288,1.462060,0.851596,42.000000,22896.000000,22345.500000,0.000000,0.562992,2.000000,4.000000,167664.000000,2.268292,0.095360,0.159952,0.527072,0.074053,1.000000,0.031928,0.127240,0.042068,0.081068,0.569473,0.674993,1.126892,1.554332,0.079798,0.474884,0.122824,0.537628
order-layout-padding,diagnostic,1,baseline_unpadded,seam_edits,885.042951,1.129889,1.044700,1.720800,2.119000,413.633355,1.012461,0.622809,42.000000,22896.000000,22345.500000,0.000000,0.451313,2.000000,4.000000,167664.000000,1.922492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.490184,0.554046,1.154296,1.529268,0.070690,0.385308,0.159224,0.541840
order-layout-padding,diagnostic,1,baseline_padded,seam_edits,823.665672,1.214085,1.109350,1.852300,2.410900,309.503299,1.097936,0.771378,42.000000,22896.000000,22345.500000,0.000000,0.526379,2.000000,4.000000,167664.000000,1.909284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.619043,0.628348,1.273012,1.730768,0.076807,0.399033,0.081016,0.186992
order-layout-padding,diagnostic,2,baseline_padded,seam_edits,808.330547,1.237118,1.142000,1.874400,2.251000,319.696501,1.114641,0.676904,42.000000,22896.000000,22345.500000,0.000000,0.533317,2.000000,4.000000,167664.000000,1.914744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.533653,0.637892,1.286532,1.538316,0.074904,0.402732,0.160576,0.525460
order-layout-padding,diagnostic,2,baseline_unpadded,seam_edits,837.645930,1.193822,1.091800,1.801200,2.231700,429.258242,1.063879,0.698280,42.000000,22896.000000,22345.500000,0.000000,0.466945,2.000000,4.000000,167664.000000,2.507336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.555989,0.575894,1.308840,2.211300,0.074902,0.406328,0.161096,0.421096
order-layout-padding,diagnostic,3,baseline_unpadded,seam_edits,884.982249,1.129966,1.031750,1.777800,2.190400,405.353367,1.010469,0.575072,42.000000,22896.000000,22345.500000,0.000000,0.452580,2.000000,4.000000,167664.000000,1.929252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.459047,0.554764,1.296048,1.546168,0.059533,0.384433,0.158600,0.194376
order-layout-padding,diagnostic,3,baseline_padded,seam_edits,812.221332,1.231191,1.121950,1.837500,2.246600,373.789855,1.112091,0.662751,42.000000,22896.000000,22345.500000,0.000000,0.536965,2.000000,4.000000,167664.000000,1.892800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.524675,0.642201,1.080144,1.522560,0.073429,0.396907,0.078936,0.542724
order-layout-padding,diagnostic,4,baseline_padded,seam_edits,802.397242,1.246266,1.153950,1.789200,2.309800,397.738195,1.126108,0.688043,42.000000,22896.000000,22345.500000,0.000000,0.535997,2.000000,4.000000,167664.000000,2.150876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.550285,0.641912,1.306708,2.019524,0.070639,0.405186,0.158912,0.195104
order-layout-padding,diagnostic,4,baseline_unpadded,seam_edits,867.847006,1.152277,1.063650,1.730500,1.970100,440.312034,1.034168,0.644294,42.000000,22896.000000,22345.500000,0.000000,0.461406,2.000000,4.000000,167664.000000,1.858948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508925,0.566156,1.005680,1.561404,0.072309,0.394775,0.122148,0.555100
order-layout-padding,diagnostic,5,baseline_unpadded,seam_edits,860.058825,1.162711,1.064950,1.772500,2.217200,381.410073,1.041967,0.599802,42.000000,22896.000000,22345.500000,0.000000,0.455595,2.000000,4.000000,167664.000000,1.893840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.472960,0.561479,0.936000,1.488916,0.066702,0.405572,0.072020,0.343564
order-layout-padding,diagnostic,5,baseline_padded,seam_edits,785.320373,1.273366,1.180700,1.847400,2.288700,399.920016,1.147189,0.690601,42.000000,22896.000000,22345.500000,0.000000,0.556472,2.000000,4.000000,167664.000000,1.927224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.549527,0.666678,1.309828,1.753180,0.073553,0.406014,0.085436,0.195052
order-mesh-alignment,diagnostic,1,candidate_unaligned,seam_edits,806.790161,1.239480,1.146650,1.842200,2.409000,356.099993,1.117344,0.645064,42.000000,22896.000000,22345.500000,0.000000,0.531755,2.000000,4.000000,167664.000000,1.898312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509542,0.638406,1.009372,1.519908,0.067456,0.403492,0.077220,0.311896
order-mesh-alignment,diagnostic,1,candidate_aligned,seam_edits,856.719393,1.167243,1.066500,1.795600,2.507600,386.645272,1.046498,0.670480,42.000000,22896.000000,22345.500000,0.000000,0.479282,2.000000,4.000000,167664.000000,1.919112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.528259,0.582943,1.114932,1.532024,0.076490,0.391273,0.099424,0.453076
order-mesh-alignment,diagnostic,2,candidate_aligned,seam_edits,848.343955,1.178767,1.082100,1.814100,2.553300,300.434127,1.061288,0.640025,42.000000,22896.000000,22345.500000,0.000000,0.478267,2.000000,4.000000,167664.000000,1.904500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506743,0.583017,0.951340,1.531296,0.069060,0.405046,0.072800,0.422864
order-mesh-alignment,diagnostic,2,candidate_unaligned,seam_edits,811.622433,1.232100,1.132950,1.858200,2.655300,263.510398,1.112016,0.619854,42.000000,22896.000000,22345.500000,0.000000,0.540958,2.000000,4.000000,167664.000000,1.889628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.486750,0.646039,0.874224,1.512316,0.071342,0.393231,0.078676,0.488644
order-mesh-alignment,diagnostic,3,candidate_unaligned,seam_edits,809.395135,1.235490,1.137750,1.732500,2.157900,247.840688,1.119088,0.636429,42.000000,22896.000000,22345.500000,0.000000,0.541799,2.000000,4.000000,167664.000000,1.912872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501809,0.646832,0.996216,1.531972,0.072030,0.397557,0.079404,0.465712
order-mesh-alignment,diagnostic,3,candidate_aligned,seam_edits,841.537978,1.188301,1.094050,1.839700,2.317200,380.771061,1.061959,0.662590,42.000000,22896.000000,22345.500000,0.000000,0.481340,2.000000,4.000000,167664.000000,1.914848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.524408,0.588019,1.305668,1.530984,0.071237,0.400985,0.162552,0.386828
order-mesh-alignment,diagnostic,4,candidate_aligned,seam_edits,866.487554,1.154085,1.065650,1.667100,2.115900,417.304215,1.035193,0.631558,42.000000,22896.000000,22345.500000,0.000000,0.462067,2.000000,4.000000,167664.000000,2.214108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498107,0.565683,1.271088,1.613040,0.070819,0.396194,0.159848,0.475956
order-mesh-alignment,diagnostic,4,candidate_unaligned,seam_edits,816.435055,1.224837,1.145850,1.771100,2.293000,380.933032,1.107753,0.670838,42.000000,22896.000000,22345.500000,0.000000,0.527759,2.000000,4.000000,167664.000000,1.880164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.532683,0.630968,1.095900,1.528800,0.070707,0.403379,0.080496,0.196872
order-mesh-alignment,diagnostic,5,candidate_unaligned,seam_edits,809.051125,1.236016,1.152250,1.777100,2.363000,388.643827,1.115393,0.684416,42.000000,22896.000000,22345.500000,0.000000,0.537123,2.000000,4.000000,167664.000000,1.914484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.540482,0.642574,1.222728,1.539304,0.074723,0.401542,0.079300,0.472108
order-mesh-alignment,diagnostic,5,candidate_aligned,seam_edits,865.994184,1.154742,1.063400,1.669300,2.101200,390.701309,1.035346,0.624175,42.000000,22896.000000,22345.500000,0.000000,0.467634,2.000000,4.000000,167664.000000,1.919476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.487279,0.570777,1.011348,1.525680,0.072239,0.392043,0.154440,0.442520
order-no-atmosphere,diagnostic,1,base,seam_edits,876.404731,1.141025,1.047700,1.793300,2.149600,406.006185,1.023701,0.606900,42.000000,22896.000000,22345.500000,0.000000,0.468384,2.000000,4.000000,167664.000000,1.910168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480920,0.571967,0.904436,1.522144,0.065270,0.380437,0.083668,0.358748
order-no-atmosphere,diagnostic,1,candidate,seam_edits,815.287289,1.226562,1.137350,1.830400,2.243500,392.254285,1.104753,0.696733,42.000000,22896.000000,22345.500000,0.000000,0.529839,2.000000,4.000000,167664.000000,2.434276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.546027,0.634047,1.294540,2.066688,0.081705,0.397357,0.158652,0.463476
order-no-atmosphere,diagnostic,2,candidate,seam_edits,790.736053,1.264645,1.159000,1.926100,2.389200,362.765726,1.139028,0.759764,42.000000,22896.000000,22345.500000,0.000000,0.549006,2.000000,4.000000,167664.000000,2.466256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600548,0.657427,1.311336,2.130908,0.084431,0.406240,0.158860,0.486512
order-no-atmosphere,diagnostic,2,base,seam_edits,861.500202,1.160766,1.063650,1.855600,2.096200,445.857979,1.041255,0.615829,42.000000,22896.000000,22345.500000,0.000000,0.464294,2.000000,4.000000,167664.000000,1.910116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484215,0.568463,0.901524,1.527292,0.069064,0.401276,0.079768,0.201136
order-no-atmosphere,diagnostic,3,base,seam_edits,725.108213,1.379105,1.280000,2.054700,2.590900,351.887584,1.231601,0.771821,42.000000,22896.000000,22345.500000,0.000000,0.541780,2.000000,4.000000,167664.000000,1.966276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.604316,0.666112,1.128140,1.676792,0.089757,0.477699,0.153400,0.622440
order-no-atmosphere,diagnostic,3,candidate,seam_edits,801.969852,1.246930,1.142750,1.869900,2.555200,307.787011,1.126448,0.653301,42.000000,22896.000000,22345.500000,0.000000,0.539741,2.000000,4.000000,167664.000000,1.913288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.516835,0.645427,1.065844,1.542788,0.070569,0.408600,0.076492,0.486928
order-no-atmosphere,diagnostic,4,candidate,seam_edits,807.158093,1.238915,1.147750,1.808100,2.632100,343.318170,1.115975,0.663106,42.000000,22896.000000,22345.500000,0.000000,0.534081,2.000000,4.000000,167664.000000,1.892124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.521079,0.641353,1.066728,1.524068,0.076922,0.401756,0.082836,0.455468
order-no-atmosphere,diagnostic,4,base,seam_edits,890.620783,1.122812,1.028600,1.707200,2.062300,408.013383,1.008252,0.710293,42.000000,22896.000000,22345.500000,0.000000,0.444339,2.000000,4.000000,167664.000000,1.902472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.556849,0.546532,1.035476,1.516372,0.082313,0.391534,0.077168,0.503412
order-no-atmosphere,diagnostic,5,base,seam_edits,908.509601,1.100704,1.031050,1.709200,2.085600,423.866510,0.987238,0.607025,42.000000,22896.000000,22345.500000,0.000000,0.438632,2.000000,4.000000,167664.000000,1.915524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.477900,0.538800,1.008280,1.532024,0.068892,0.377906,0.154544,0.386204
order-no-atmosphere,diagnostic,5,candidate,seam_edits,811.594548,1.232142,1.143750,1.816900,2.195600,370.308652,1.112170,0.658068,42.000000,22896.000000,22345.500000,0.000000,0.543085,2.000000,4.000000,167664.000000,1.906268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.518459,0.648568,1.197248,1.545960,0.075289,0.393809,0.158392,0.450060
chat-empty,diagnostic,1,base,surface_still,821.299921,1.217582,0.856500,1.490800,1.800400,31.630322,0.769601,1.187258,42.000000,22890.000000,22344.000000,0.000000,0.002303,0.000000,0.000000,0.000000,1.853436,0.109666,0.129012,0.163332,0.059825,1.000000,0.258805,0.093059,0.307736,0.387868,0.678054,0.071708,0.967200,1.135524,0.047308,0.417620,0.056576,0.071032
chat-empty,diagnostic,1,candidate,surface_still,985.983586,1.014216,0.906550,1.772500,2.166600,214.323986,0.871794,0.983698,42.000000,22890.000000,22344.000000,0.000000,0.002019,0.000000,0.000000,0.000000,2.026648,0.110973,0.128440,0.233636,0.070777,1.000000,0.049712,0.122114,0.061932,0.095940,0.679848,0.094270,1.019200,1.410916,0.047599,0.466912,0.055848,0.093340
chat-empty,diagnostic,2,candidate,surface_still,928.070801,1.077504,1.004050,1.749700,2.271700,334.511557,0.938571,0.987386,42.000000,22890.000000,22344.000000,0.000000,0.002590,0.000000,0.000000,0.000000,2.029976,0.109312,0.124540,0.231920,0.078644,1.000000,0.048346,0.139499,0.059592,0.096408,0.679685,0.103829,1.128296,1.435616,0.052555,0.486486,0.057876,0.095784
chat-empty,diagnostic,2,base,surface_still,822.622559,1.215624,0.905050,1.523700,2.019300,38.392850,0.831372,1.182865,42.000000,22890.000000,22344.000000,0.000000,0.002181,0.000000,0.000000,0.000000,1.935804,0.108304,0.121680,0.179868,0.067385,1.000000,0.258136,0.105429,0.289380,0.431548,0.675648,0.076464,0.944632,1.117064,0.046591,0.447392,0.053144,0.074984
chat-empty,diagnostic,3,base,surface_still,815.553696,1.226161,0.877950,1.563400,1.984500,34.289594,0.806452,1.193057,42.000000,22890.000000,22344.000000,0.000000,0.002722,0.000000,0.000000,0.000000,1.960868,0.108726,0.122304,0.182364,0.066591,1.000000,0.260831,0.100865,0.293852,0.437320,0.682637,0.076433,0.968032,1.192828,0.046413,0.430558,0.052312,0.078000
chat-empty,diagnostic,3,candidate,surface_still,981.550611,1.018796,0.946400,1.757300,2.101700,414.969327,0.889905,0.980154,42.000000,22890.000000,22344.000000,0.000000,0.002473,0.000000,0.000000,0.000000,1.598688,0.110223,0.151008,0.182416,0.074225,1.000000,0.049730,0.128038,0.062400,0.084968,0.672584,0.097620,0.939016,1.101672,0.051778,0.465184,0.063180,0.352976
chat-history,diagnostic,1,base,surface_still,750.406720,1.332611,1.253300,2.108700,2.493200,301.976436,1.204372,1.233291,42.000000,22890.000000,22344.000000,0.000000,0.002188,0.000000,0.000000,0.000000,2.265328,0.110150,0.126776,0.250276,0.074761,1.000000,0.260533,0.126205,0.295620,0.490152,0.681573,0.089277,1.012804,1.321580,0.087137,0.766291,0.102960,0.175292
chat-history,diagnostic,1,candidate,surface_still,775.581489,1.289355,1.207050,2.025200,2.474800,373.631574,1.164552,0.993597,42.000000,22890.000000,22344.000000,0.000000,0.002355,0.000000,0.000000,0.000000,2.104180,0.108387,0.142948,0.203892,0.071128,1.000000,0.046666,0.121655,0.057824,0.085124,0.656238,0.095090,0.871676,1.260064,0.087255,0.760626,0.107692,0.180648
chat-history,diagnostic,2,candidate,surface_still,780.828983,1.280690,1.206350,1.987200,2.561500,325.268482,1.160187,0.976152,42.000000,22890.000000,22344.000000,0.000000,0.002071,0.000000,0.000000,0.000000,1.721616,0.105465,0.122460,0.187096,0.069958,1.000000,0.047170,0.124617,0.058916,0.076596,0.644742,0.090864,0.770276,1.146340,0.086419,0.759980,0.103688,0.149916
chat-history,diagnostic,2,base,surface_still,758.103750,1.319081,1.214000,2.038300,2.719600,323.567003,1.188660,1.214772,42.000000,22890.000000,22344.000000,0.000000,0.002157,0.000000,0.000000,0.000000,2.099864,0.107725,0.116948,0.191100,0.076360,1.000000,0.257469,0.119959,0.281788,0.455000,0.669776,0.089943,0.960336,1.148940,0.086951,0.752027,0.100828,0.146172
chat-history,diagnostic,3,base,surface_still,734.682602,1.361132,1.294750,2.107600,2.720900,342.053805,1.228259,1.231717,42.000000,22890.000000,22344.000000,0.000000,0.002398,0.000000,0.000000,0.000000,2.782572,0.109694,0.127192,0.252148,0.075032,1.000000,0.260191,0.122712,0.297284,0.604448,0.680610,0.089775,0.956176,1.522768,0.087297,0.789119,0.103480,0.180752
chat-history,diagnostic,3,candidate,surface_still,774.963112,1.290384,1.213750,1.986700,2.387900,393.440043,1.165698,0.971383,42.000000,22890.000000,22344.000000,0.000000,0.002279,0.000000,0.000000,0.000000,1.946412,0.105847,0.118248,0.213928,0.068118,1.000000,0.046931,0.122893,0.055536,0.088660,0.641992,0.089909,0.729872,1.284660,0.084543,0.767170,0.099944,0.158652
chat-narrow,diagnostic,1,base,surface_still,946.493463,1.056531,0.993150,1.579300,2.340400,374.260835,0.945662,0.312265,18.000000,9626.000000,9133.000000,0.000000,0.001645,0.000000,0.000000,0.000000,1.148108,0.022850,0.053456,0.080080,0.066277,1.000000,0.051658,0.106284,0.117884,0.175552,0.091189,0.074663,0.230568,0.364156,0.093818,0.583729,0.230204,0.345124
chat-narrow,diagnostic,1,candidate,surface_still,849.466952,1.177209,1.124550,1.961500,2.375700,381.024957,1.051282,0.458486,18.000000,9626.000000,9133.000000,0.000000,0.002545,0.000000,0.000000,0.000000,0.589628,0.038825,0.045968,0.047840,0.077464,1.000000,0.007820,0.115693,0.009100,0.009672,0.152419,0.091510,0.189748,0.211484,0.165950,0.649842,0.204932,0.208104
chat-narrow,diagnostic,2,candidate,surface_still,930.107967,1.075144,1.006100,1.732500,2.100800,411.054629,0.962695,0.629452,18.000000,9626.000000,9133.000000,0.000000,0.001893,0.000000,0.000000,0.000000,0.985764,0.053092,0.055380,0.080340,0.067204,1.000000,0.010252,0.105740,0.012012,0.015392,0.216689,0.082500,0.236288,0.349804,0.223648,0.599007,0.233012,0.345072
chat-narrow,diagnostic,2,base,surface_still,883.835836,1.131432,1.084250,1.748900,2.169500,387.279170,1.014157,0.248589,18.000000,9626.000000,9133.000000,0.000000,0.001753,0.000000,0.000000,0.000000,0.303680,0.017933,0.020488,0.021996,0.073864,1.000000,0.043585,0.112927,0.047320,0.051376,0.072171,0.080293,0.078572,0.087412,0.073334,0.624274,0.083772,0.088556
