suite,batch,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws
diagnostic-night1080,night1080-repeat,2,base,rotate,747.067852,1.338566,0.691800,1.729700,2.431900,19.097503,0.690770,1.264048,41.503333,23165.943333,22304.370000,0.000000,0.003782,0.000000,0.000000,0.000000,2.781740,0.236526,0.249496,0.269100,0.045352,1.000000
diagnostic-night1080,night1080-repeat,2,base,seam_edits,527.063295,1.897305,1.692300,3.139100,3.916700,223.951626,1.742003,1.470845,42.000000,22896.000000,22345.500000,0.000000,0.917219,2.000000,4.000000,167664.000000,2.916056,0.231707,0.243256,0.300248,0.047009,1.000000
diagnostic-night1080,night1080-repeat,2,base,sky_moving,1003.545358,0.996467,0.502100,1.356700,2.338100,27.618295,0.529440,0.939306,0.000000,0.000000,0.000000,0.000000,0.003250,0.000000,0.000000,0.000000,2.327832,0.281449,0.295256,0.304564,0.004320,1.000000
diagnostic-night1080,night1080-repeat,2,base,wall_moving,780.414814,1.281370,0.637350,1.594700,2.358800,19.743194,0.649337,1.212114,26.770000,15140.680000,14573.851667,0.000000,0.004048,0.000000,0.000000,0.000000,2.621320,0.231259,0.243152,0.251576,0.027050,1.000000
diagnostic-night1080,night1080-repeat,2,base,cloud_layer,1182.458232,0.845696,0.497450,1.448300,2.154100,46.736507,0.534775,0.795258,0.000000,0.000000,0.000000,0.000000,0.003003,0.000000,0.000000,0.000000,2.241512,0.291401,0.314028,0.325728,0.004717,1.000000
diagnostic-night1080,night1080-repeat,3,base,underground,614.414974,1.627564,1.094500,2.721900,3.881800,26.928870,1.073412,1.450353,42.000000,22890.000000,22344.000000,0.000000,0.006373,0.000000,0.000000,0.000000,5.748288,0.232931,0.250900,0.260260,0.105274,1.000000
diagnostic-night1080,night1080-repeat,3,base,surface_still,613.426871,1.630186,0.894200,2.071000,2.823200,16.016644,0.815623,1.554623,42.000000,22890.000000,22344.000000,0.000000,0.004893,0.000000,0.000000,0.000000,3.585504,0.243833,0.247520,0.486668,0.036975,1.000000
diagnostic-night1080,night1080-repeat,3,base,overview,720.194827,1.388513,0.607550,1.537700,2.215700,14.681438,0.567970,1.239548,48.000000,25464.000000,25601.000000,0.000000,0.003844,0.000000,0.000000,0.000000,2.863016,0.201232,0.240448,0.246584,0.044184,1.000000
diagnostic-night1080,night1080-repeat,3,base,sky,886.632770,1.127863,0.558200,1.725000,2.482500,24.904739,0.591911,0.987979,0.000000,0.000000,0.000000,0.000000,0.004106,0.000000,0.000000,0.000000,3.298048,0.280238,0.311064,0.376636,0.005184,1.000000
diagnostic-night1080,night1080-repeat,3,base,translate,679.651407,1.471343,0.685350,1.645500,2.469000,15.088650,0.678705,1.400485,41.228333,23682.750000,22078.183333,0.000000,0.003551,0.000000,0.000000,0.000000,2.786784,0.237710,0.245024,0.275756,0.038469,1.000000
diagnostic-night1080,night1080-repeat,3,base,rotate,687.832338,1.453843,0.780100,1.926900,2.604800,18.727989,0.759938,1.334047,41.503333,23165.943333,22304.370000,0.000000,0.004934,0.000000,0.000000,0.000000,4.856852,0.241720,0.251628,0.281372,0.053459,1.000000
diagnostic-night1080,night1080-repeat,3,base,seam_edits,515.793245,1.938761,1.789700,3.125000,4.216900,221.015641,1.782071,1.470340,42.000000,22896.000000,22345.500000,0.000000,0.916194,2.000000,4.000000,167664.000000,2.723552,0.229332,0.242268,0.266656,0.048868,1.000000
diagnostic-night1080,night1080-repeat,3,base,sky_moving,847.469238,1.179984,0.902700,2.059600,3.021300,71.196336,0.881291,1.005284,0.000000,0.000000,0.000000,0.000000,0.006451,0.000000,0.000000,0.000000,4.611620,0.281277,0.303212,0.313456,0.007901,1.000000
diagnostic-night1080,night1080-repeat,3,base,wall_moving,745.924919,1.340618,0.719500,1.618400,2.348300,19.457442,0.694424,1.241437,26.770000,15140.680000,14573.851667,0.000000,0.004182,0.000000,0.000000,0.000000,3.082092,0.230761,0.244140,0.257660,0.030776,1.000000
diagnostic-night1080,night1080-repeat,3,base,cloud_layer,675.653458,1.480049,0.829700,2.069200,3.897700,18.489700,0.746332,1.336952,0.000000,0.000000,0.000000,0.000000,0.006026,0.000000,0.000000,0.000000,6.597968,0.413331,0.708448,0.716716,0.006609,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,underground,739.333178,1.352570,0.913000,2.154700,2.767300,32.910795,0.900099,1.246062,42.000000,22890.000000,22344.000000,0.000000,0.004601,0.000000,0.000000,0.000000,2.638168,0.117656,0.125476,0.132860,0.093531,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,surface_still,654.934176,1.526871,0.713900,1.680700,2.270600,14.152546,0.630932,1.424653,42.000000,22890.000000,22344.000000,0.000000,0.004693,0.000000,0.000000,0.000000,3.259620,0.118009,0.126932,0.151268,0.032892,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,overview,752.364871,1.329142,0.732300,2.120700,3.179900,22.976903,0.749070,1.118232,48.000000,25464.000000,25601.000000,0.000000,0.004913,0.000000,0.000000,0.000000,3.875768,0.001179,0.001768,0.002548,0.000720,0.000000
diagnostic-night1080,night1080-repeat,3,candidate,sky,968.734732,1.032274,0.644150,1.614700,2.164900,35.072480,0.622768,0.971004,0.000000,0.000000,0.000000,0.000000,0.003753,0.000000,0.000000,0.000000,2.240628,0.290907,0.327392,0.331136,0.005307,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,translate,696.560165,1.435626,0.769150,1.810200,2.190100,19.293014,0.756371,1.327794,41.228333,23682.750000,22078.183333,0.000000,0.004296,0.000000,0.000000,0.000000,3.028844,0.122194,0.121732,0.132392,0.052365,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,rotate,773.584662,1.292683,1.088250,2.468900,3.028800,102.905185,1.023535,1.203107,41.503333,23165.943333,22304.370000,0.000000,0.006040,0.000000,0.000000,0.000000,3.425812,0.118057,0.126776,0.136188,0.076420,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,seam_edits,469.733688,2.128866,1.938850,3.590700,4.307000,194.814683,1.959972,1.316307,42.000000,22896.000000,22345.500000,0.000000,1.021708,2.000000,4.000000,167664.000000,2.823080,0.115906,0.126048,0.160940,0.060473,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,sky_moving,987.841808,1.012308,0.523750,1.380600,1.784800,26.872125,0.534640,0.954117,0.000000,0.000000,0.000000,0.000000,0.003216,0.000000,0.000000,0.000000,2.090036,0.286365,0.303160,0.316420,0.004589,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,wall_moving,860.975551,1.161473,0.702000,1.882900,2.612600,32.833390,0.740723,1.092892,26.770000,15140.680000,14573.851667,0.000000,0.003746,0.000000,0.000000,0.000000,2.517424,0.115337,0.120068,0.126828,0.034749,1.000000
diagnostic-night1080,night1080-repeat,3,candidate,cloud_layer,1151.937703,0.868102,0.508900,1.364900,2.166500,44.846301,0.541300,0.813985,0.000000,0.000000,0.000000,0.000000,0.003405,0.000000,0.000000,0.000000,1.968460,0.300164,0.397020,0.412516,0.004654,1.000000
translate720-final,translate720-final,1,base,translate,983.313659,1.016970,0.872500,2.008100,2.621700,287.199518,0.889828,0.690806,41.228333,23682.750000,22078.183333,0.000000,0.003556,0.000000,0.000000,0.000000,2.172768,0.107394,0.123604,0.243308,0.089328,1.000000
translate720-final,translate720-final,1,candidate,translate,1136.226988,0.880106,0.718250,1.648000,2.189400,356.095766,0.774430,0.585182,41.228333,23682.750000,22078.183333,0.000000,0.002975,0.000000,0.000000,0.000000,1.665144,0.053925,0.060164,0.067756,0.080001,1.000000
translate720-final,translate720-final,2,candidate,translate,939.609423,1.064272,0.938850,2.037000,2.692200,314.978818,0.931915,0.736379,41.228333,23682.750000,22078.183333,0.000000,0.003685,0.000000,0.000000,0.000000,2.689024,0.073021,0.103844,0.536276,0.098904,1.000000
translate720-final,translate720-final,2,base,translate,1069.664771,0.934872,0.776250,1.775800,2.415100,327.804366,0.822291,0.655205,41.228333,23682.750000,22078.183333,0.000000,0.003452,0.000000,0.000000,0.000000,1.897324,0.103830,0.152256,0.193700,0.082228,1.000000
translate720-final,translate720-final,3,base,translate,1074.223855,0.930905,0.765300,1.865400,2.557100,353.121892,0.793002,0.810404,41.228333,23682.750000,22078.183333,0.000000,0.003629,0.000000,0.000000,0.000000,4.021992,0.132707,0.287300,0.292084,0.082306,1.000000
translate720-final,translate720-final,3,candidate,translate,1124.777154,0.889065,0.724000,1.736500,2.236000,405.257541,0.787437,0.566931,41.228333,23682.750000,22078.183333,0.000000,0.003305,0.000000,0.000000,0.000000,1.790984,0.052732,0.057616,0.062140,0.083196,1.000000
translate720-final,translate720-final,4,candidate,translate,1099.171866,0.909776,0.729000,1.785700,2.400000,332.202001,0.799466,0.575743,41.228333,23682.750000,22078.183333,0.000000,0.003220,0.000000,0.000000,0.000000,1.625624,0.053477,0.059748,0.067132,0.083160,1.000000
translate720-final,translate720-final,4,base,translate,1134.934006,0.881109,0.737600,1.736600,2.298800,378.470098,0.775382,0.608928,41.228333,23682.750000,22078.183333,0.000000,0.003331,0.000000,0.000000,0.000000,1.766804,0.102517,0.112424,0.119600,0.076840,1.000000
translate720-final,translate720-final,5,base,translate,1032.780096,0.968260,0.806800,1.925400,2.492000,343.163048,0.853080,0.639436,41.228333,23682.750000,22078.183333,0.000000,0.003517,0.000000,0.000000,0.000000,1.987752,0.102578,0.115648,0.121524,0.084497,1.000000
translate720-final,translate720-final,5,candidate,translate,1051.207654,0.951287,0.781350,1.801600,2.597200,324.192895,0.840832,0.603448,41.228333,23682.750000,22078.183333,0.000000,0.003551,0.000000,0.000000,0.000000,2.194972,0.055081,0.075348,0.079508,0.089615,1.000000
wall1080-final,wall1080-final,1,base,wall_moving,648.485721,1.542054,1.397250,2.517000,3.763400,90.306364,1.316115,1.153394,26.770000,15140.680000,14573.851667,0.000000,0.027849,0.000000,0.000000,0.000000,2.972476,0.223230,0.251316,0.266656,0.132271,1.000000
wall1080-final,wall1080-final,1,candidate,wall_moving,912.025281,1.096461,0.949100,1.896200,2.377800,164.053208,0.927075,1.018889,26.770000,15140.680000,14573.851667,0.000000,0.004022,0.000000,0.000000,0.000000,2.476916,0.114411,0.121940,0.132912,0.091005,1.000000
wall1080-final,wall1080-final,2,candidate,wall_moving,916.318020,1.091324,0.910200,1.830000,2.291000,135.263087,0.912092,1.019180,26.770000,15140.680000,14573.851667,0.000000,0.004257,0.000000,0.000000,0.000000,2.058212,0.109940,0.119496,0.128232,0.087416,1.000000
wall1080-final,wall1080-final,2,base,wall_moving,763.582316,1.309616,0.971800,2.226600,3.483900,45.208979,0.962717,1.215542,26.770000,15140.680000,14573.851667,0.000000,0.004697,0.000000,0.000000,0.000000,4.845620,0.222835,0.254072,0.271024,0.090398,1.000000
wall1080-final,wall1080-final,3,base,wall_moving,384.370939,2.601653,1.178850,2.267200,2.776700,7.518637,0.914033,2.470678,26.770000,15140.680000,14573.851667,0.000000,0.005865,0.000000,0.000000,0.000000,13.276692,0.417811,1.047280,1.051700,0.086473,1.000000
wall1080-final,wall1080-final,3,candidate,wall_moving,698.656600,1.431318,1.147200,2.131000,3.071400,46.224463,1.074095,1.372319,26.770000,15140.680000,14573.851667,0.000000,0.004701,0.000000,0.000000,0.000000,3.981848,0.138720,0.181636,0.219180,0.121811,1.000000
wall1080-final,wall1080-final,4,candidate,wall_moving,428.738606,2.332423,1.039600,2.083600,2.602500,8.273285,0.837647,2.230820,26.770000,15140.680000,14573.851667,0.000000,0.004698,0.000000,0.000000,0.000000,7.482540,0.222988,0.380952,0.385944,0.087711,1.000000
wall1080-final,wall1080-final,4,base,wall_moving,348.324625,2.870885,1.005450,2.043400,2.572500,5.626704,0.801204,2.743446,26.770000,15140.680000,14573.851667,0.000000,0.003923,0.000000,0.000000,0.000000,12.072840,0.461418,0.902096,1.053260,0.073671,1.000000
wall1080-final,wall1080-final,5,base,wall_moving,749.243732,1.334679,0.916750,2.909600,4.738400,50.301052,1.014094,1.262874,26.770000,15140.680000,14573.851667,0.000000,0.004004,0.000000,0.000000,0.000000,4.306848,0.243031,0.264264,0.351104,0.089102,1.000000
wall1080-final,wall1080-final,5,candidate,wall_moving,937.998312,1.066100,0.872500,1.887800,2.481000,124.263223,0.885091,1.009524,26.770000,15140.680000,14573.851667,0.000000,0.003818,0.000000,0.000000,0.000000,2.113332,0.110391,0.117104,0.126516,0.083759,1.000000
